"ID","Type","Name","Documentation","Specialization"
"id-8ab8dfdf7f7043deb308c13deb06d053","BusinessProcess","Prekwalificeren capaciteitsdienst","In deze stap wordt een impliciete klantovereenkomst (raamovereenkomst) gesloten waaronder de afroep van biedingen plaatsvindt (tevens impliciete klantovereenkomsten).",""
"id-1c1d6f6d910a432f94a16f80147f0e4b","BusinessProcess","Reconstrueren van energienetten","",""
"id-d1315d315f60479d91716d9711fb382f","BusinessProcess","Regievoeren over aansluitwerkzaamheden","",""
"id-907ae23cd9de4bb2b5aa0871356a0af3","BusinessProcess","Regievoeren over netaanpassingswerkzaamheden","",""
"id-a35c9230c4054c6d8558a506f5b15472","BusinessProcess","Regievoeren over onderhoudswerkzaamheden","",""
"id-7255a87203b34be8a6a65c1a5db2f222","BusinessProcess","Regievoeren over reconstructiewerkzaamheden","",""
"id-4194dc7a72b045e98e69197ba26e0b7b","BusinessProcess","Regievoeren over storingherstelwerkzaamheden","",""
"id-58735e45effd49e98f590c27994f9c88","BusinessProcess","Toerekenen uitgewisselde energie","",""
"id-92c660f63bd4444cbe5c331954fc9cfb","BusinessProcess","Toerekenen uitgewisselde energie","",""
"id-b2c43a4965584840b3fd3a98d5cc9647","BusinessProcess","Toewijzen storing aan oplosgroep","",""
"id-2653d94e08524482adaf3439ed2972e3","BusinessProcess","Toewijzen van energie-uitwisseling","",""
"id-6907e2b137d146ea9f19c16051f32c19","BusinessProcess","Transporteren energie","",""
"id-afa6bf1f62714f499a365d33d9c4eb15","BusinessProcess","Transporteren van energie","",""
"id-4208cd27e3aa49fa88a23b224aafbd4b","BusinessProcess","Uitvoeren aansluitwerkzaamheden","",""
"id-607c49cd1dc24bec8828a8bb4a680a41","BusinessProcess","Uitvoeren aansluitwerkzaamheden","",""
"id-cede0da2f4ca43cebc49d3f735d9907a","BusinessProcess","Uitvoeren aansluitwerkzaamheden","",""
"id-afcb6ad2fd40415480f90141ae95431c","BusinessProcess","Uitvoeren netaanpassingswerkzaamheden","",""
"id-0fb710c35c104ecca417a3933147700a","BusinessProcess","Uitvoeren netaanpassingwerkzaamheden","",""
"id-2cbe9677b80a4ff28e98beeddbaaaa1e","BusinessProcess","Uitvoeren netaanpassingwerkzaamheden","",""
"id-3cae4a6f251345959f0d3dfe9cd92d25","BusinessProcess","Uitvoeren onderhoudswerkzaamheden","",""
"id-b733b2f4f6bb4b9c944179f726056785","BusinessProcess","Uitvoeren onderhoudswerkzaamheden","",""
"id-b5ded57cb31e4587bedebe7b1058ef3e","BusinessProcess","Uitvoeren onderhoudswerkzaamheden","",""
"id-7ef7b402236f45a7846465e519881954","BusinessProcess","Uitvoeren reconstructiewerkzaamheden","",""
"id-bf69ae28f68646438e151734580ad186","BusinessProcess","Uitvoeren reconstructiewerkzaamheden","",""
"id-27f94aac7632499598f1e989a5eeca69","BusinessProcess","Uitvoeren reconstructiewerkzaamheden","",""
"id-39472cb2840a4f849d76c41db40afa9d","BusinessProcess","Uitvoeren storingherstelwerkzaamheden","",""
"id-0d5bad4a78e84358bfdd4ed4d274c15d","BusinessProcess","Uitvoeren storingherstelwerkzaamheden","",""
"id-2b59ef87bf4e49918e0bb1f410277e70","BusinessProcess","Uitvoeren storingsherstelwerkzaamheden","",""
"id-c9e74e0120d54b34abf6aae3713c01a0","BusinessProcess","Vaststellen energie-uitwisseling","",""
"id-06e817b3380649d49850537eb6ca1e4b","BusinessProcess","Vaststellen uitgewisselde energie","",""
"id-4f040e82ba93481ba43f66c44701fc00","BusinessProcess","Vaststellen uitgewisselde energie","",""
"id-0ecbd9d1faaa47a49a508613dea2efd0","BusinessProcess","Veranderen bedrijfsinrichting ","",""
"id-a7c16b8c96bb4fb39381d3aa3fb3f6a4","BusinessProcess","Vergoeden capaciteitsdienst","",""
"id-ca9cb95b6955459797bcf77d385572c5","BusinessProcess","Vergoeden capaciteitsdienst","",""
"id-b1c641d5077648f09a301bcfe229d83e","BusinessProcess","Versturen creditfactuur storingscompensatie","",""
"id-40db83f9d7334977b1ebcafd69e83738","BusinessProcess","Versturen creditfactuur storingscompensatie","",""
"id-6d51735bd9794da1acacb66191e7a592","BusinessProcess","Voorkomen graafschade","",""
"id-c554ddd3abb54cf5805b5001faa4c367","BusinessProcess","Werven capaciteitsdienst","De netaanpassingsopdracht is aanleiding om te werven.",""
"id-28244c4072af498b8feadad250cd0bcb","Product","Aansluiting","",""
"id-22208ac444694509937f72f3542af8e2","Product","Bedrijfsinrichting","",""
"id-99945c02cf37445f9438e8df3c96c189","Product","Bedrijfsrichting","",""
"id-c4f94ef59a58454dab3cfa4fad9532b0","Product","Beschikbare financiële middelen en informatie","",""
"id-da04b6a655c84d2693117092a270ebb6","Product","Beschikbare goederen en diensten","",""
"id-432f88fd6f8a44a49e69e7edef9b3ca4","Product","Betrouwbaar energienet","",""
"id-a8ee9344b0964a059a650069d509d69a","Product","Compliant bedrijf","",""
"id-a1c684cf872e4ac2874a7873f89202f3","Product","Energietoerekening","",""
"id-4c5c4321cf854bb5a4c4cb331592eff9","Product","Energietransport","",""
"id-75961b52ab1648d98235544346ff7abc","Product","Inzetbare medewerkers","",""
"id-c3e0cc9beea642ab8581dd5437c94c67","Product","Netbeheer dataproduct","",""
"id-f681c3af188046b4a13de539df141ece","Product","Reconstructie energienet","",""
"id-081f785e5442409dbf90abbc121cf91f","Product","Toekomstbestendig energienet","",""
"id-b0777c12113c43e9b139450386b0e543","Product","Transportcapaciteit","",""
"id-e0854c44257440f5a95ccea796d1c9df","Product","Uitgevoerd proces en beschikbare data","",""
"id-2a726ac435e2478386d667c17dc6cdd8","Value","Aangesloten object gereed voor gewenste energie-uitwisseling","",""
"id-5c5e5b36f8c84aec8123a392d72b8728","Value","Administratieve balans op de energiemarkt","",""
"id-a98624054ef5405eb93b978e66a2d701","Value","Betrouwbaar energienet voor betrouwbaar energietransport","",""
"id-8bbc44bb1f1744d6be0b388abf0c7bc6","Value","Gefaciliteerde herindeling van infrastructuur / ondergrond","",""
"id-fe5f28a1599a4b8c8840846b90108201","Value","Herstel van (dreigende) onderbreking van energietransport","",""
"id-f2ea7bc508214497b041007f56baf9a2","Value","Toekomstige energietransportbehoefte (middels capaciteit) mogelijk gemaakt","",""
"id-290ba9a4b65445febbaa9a328b1acf2c","Value","Toepasbare netbeheerdata voor de energietransitie","",""
"id-963e8903e87f407dbb50c0a8965437fb","Value","Uitgewisselde energie","",""
"id-baec3c13b84e4f4ea1cbd7657f86d68c","Value","Voldoende transportcapaciteit voor afgesproken energietransport","",""
